col,x,amplitude,phase
1, 86.419, 3008.694, 43.694
2, 86.377, 3008.093, 43.694
3, 87.131, 3018.850, 43.694
4, 87.707, 3027.045, 43.694
5, 87.738, 3027.479, 43.694
6, 88.268, 3035.012, 43.695
7, 88.739, 3041.696, 43.696
8, 88.697, 3041.099, 43.696
9, 88.728, 3041.539, 43.696
10, 88.898, 3043.944, 43.696
11, 89.496, 3052.404, 43.698
12, 89.518, 3052.713, 43.698
13, 88.907, 3044.065, 43.697
14, 89.262, 3049.095, 43.698
15, 89.375, 3050.692, 43.698
16, 88.916, 3044.198, 43.697
17, 89.182, 3047.962, 43.697
18, 89.229, 3048.624, 43.697
19, 88.735, 3041.634, 43.696
20, 88.607, 3039.821, 43.696
21, 88.635, 3040.212, 43.696
22, 88.371, 3036.478, 43.695
23, 88.182, 3033.791, 43.695
24, 87.959, 3030.627, 43.695
25, 87.512, 3024.276, 43.694
26, 87.315, 3021.463, 43.694
27, 87.124, 3018.743, 43.694
28, 86.693, 3012.602, 43.694
29, 86.319, 3007.277, 43.694
30, 85.856, 3000.658, 43.694
31, 85.201, 2991.285, 43.695
32, 84.702, 2984.135, 43.697
33, 84.482, 2980.969, 43.697
34, 84.122, 2975.800, 43.699
35, 83.511, 2966.997, 43.701
36, 83.024, 2959.985, 43.704
37, 82.526, 2952.788, 43.707
38, 81.963, 2944.640, 43.711
39, 81.719, 2941.090, 43.713
40, 81.546, 2938.586, 43.714
41, 81.187, 2933.374, 43.717
42, 80.882, 2928.935, 43.720
43, 80.769, 2927.298, 43.721
44, 80.849, 2928.450, 43.720
45, 80.898, 2929.168, 43.720
46, 80.920, 2929.487, 43.720
47, 81.102, 2932.132, 43.718
48, 81.256, 2934.378, 43.717
49, 81.366, 2935.976, 43.716
50, 81.570, 2938.930, 43.714
51, 81.900, 2943.727, 43.711
52, 82.319, 2949.786, 43.708
53, 82.760, 2956.164, 43.706
54, 83.279, 2963.658, 43.703
55, 83.778, 2970.843, 43.700
56, 84.140, 2976.061, 43.699
57, 84.515, 2981.445, 43.697
58, 84.962, 2987.861, 43.696
59, 85.375, 2993.780, 43.695
60, 85.802, 2999.880, 43.694
61, 86.114, 3004.339, 43.694
62, 86.200, 3005.577, 43.694
63, 86.333, 3007.471, 43.694
64, 86.567, 3010.817, 43.694
65, 86.948, 3016.239, 43.694
66, 87.337, 3021.777, 43.694
67, 87.372, 3022.272, 43.694
68, 87.401, 3022.686, 43.694
69, 87.704, 3027.005, 43.694
70, 88.030, 3031.629, 43.695
71, 88.250, 3034.748, 43.695
72, 88.416, 3037.105, 43.695
73, 88.433, 3037.346, 43.695
74, 88.493, 3038.201, 43.696
75, 89.054, 3046.153, 43.697
76, 89.777, 3056.378, 43.699
77, 90.485, 3066.377, 43.702
78, 90.875, 3071.863, 43.704
79, 90.346, 3064.411, 43.701
80, 89.363, 3050.524, 43.698
81, 88.571, 3039.306, 43.696
82, 88.246, 3034.700, 43.695
83, 88.121, 3032.927, 43.695
84, 87.923, 3030.115, 43.694
85, 87.846, 3029.013, 43.694
86, 87.933, 3030.250, 43.695
87, 88.036, 3031.723, 43.695
88, 88.174, 3033.675, 43.695
89, 88.512, 3038.477, 43.696
90, 88.746, 3041.795, 43.696
91, 88.768, 3042.103, 43.696
92, 88.746, 3041.790, 43.696
93, 88.535, 3038.796, 43.696
94, 88.272, 3035.069, 43.695
95, 88.141, 3033.203, 43.695
96, 88.135, 3033.123, 43.695
97, 88.214, 3034.239, 43.695
98, 88.324, 3035.798, 43.695
99, 88.432, 3037.337, 43.695
100, 88.504, 3038.352, 43.696
101, 88.595, 3039.655, 43.696
102, 88.732, 3041.586, 43.696
103, 88.819, 3042.830, 43.696
104, 88.790, 3042.417, 43.696
105, 88.863, 3043.447, 43.696
106, 89.008, 3045.505, 43.697
107, 89.010, 3045.522, 43.697
108, 89.058, 3046.214, 43.697
109, 89.166, 3047.742, 43.697
110, 89.265, 3049.143, 43.698
111, 89.317, 3049.870, 43.698
112, 89.254, 3048.976, 43.698
113, 89.169, 3047.782, 43.697
114, 88.950, 3044.681, 43.697
115, 88.635, 3040.215, 43.696
116, 88.426, 3037.247, 43.695
117, 88.258, 3034.871, 43.695
118, 88.145, 3033.271, 43.695
119, 88.086, 3032.430, 43.695
120, 88.060, 3032.063, 43.695
121, 88.256, 3034.841, 43.695
122, 88.576, 3039.376, 43.696
123, 88.864, 3043.457, 43.696
124, 89.199, 3048.208, 43.697
125, 89.483, 3052.214, 43.698
126, 89.671, 3054.875, 43.699
127, 89.943, 3058.727, 43.700
128, 90.293, 3063.660, 43.701
129, 90.639, 3068.540, 43.703
130, 90.986, 3073.435, 43.704
131, 91.238, 3076.971, 43.706
132, 91.486, 3080.471, 43.707
133, 91.758, 3084.287, 43.709
134, 91.986, 3087.493, 43.710
135, 92.239, 3091.044, 43.711
136, 92.473, 3094.325, 43.713
137, 92.764, 3098.416, 43.715
138, 93.076, 3102.787, 43.717
139, 93.308, 3106.035, 43.718
140, 93.460, 3108.151, 43.720
141, 93.524, 3109.058, 43.720
142, 93.548, 3109.382, 43.720
143, 93.431, 3107.758, 43.719
144, 93.242, 3105.101, 43.718
145, 93.099, 3103.102, 43.717
146, 92.957, 3101.119, 43.716
147, 92.739, 3098.059, 43.715
148, 92.464, 3094.208, 43.713
149, 92.183, 3090.259, 43.711
150, 91.809, 3085.006, 43.709
151, 91.603, 3082.111, 43.708
152, 91.564, 3081.564, 43.707
153, 91.357, 3078.655, 43.706
154, 91.052, 3074.363, 43.705
155, 90.667, 3068.940, 43.703
156, 90.419, 3065.438, 43.702
157, 90.305, 3063.837, 43.701
158, 90.032, 3059.973, 43.700
159, 89.771, 3056.289, 43.699
160, 89.534, 3052.936, 43.698
161, 89.269, 3049.191, 43.698
162, 89.004, 3045.442, 43.697
163, 88.752, 3041.869, 43.696
164, 88.494, 3038.211, 43.696
165, 88.130, 3033.056, 43.695
166, 87.838, 3028.903, 43.694
167, 87.589, 3025.370, 43.694
168, 87.323, 3021.579, 43.694
169, 87.166, 3019.350, 43.694
170, 87.050, 3017.700, 43.694
171, 86.973, 3016.601, 43.694
172, 86.896, 3015.503, 43.694
173, 86.797, 3014.087, 43.694
174, 86.804, 3014.185, 43.694
175, 86.888, 3015.381, 43.694
176, 86.915, 3015.775, 43.694
177, 86.887, 3015.372, 43.694
178, 86.865, 3015.057, 43.694
179, 86.790, 3013.998, 43.694
180, 86.710, 3012.851, 43.694
181, 86.643, 3011.898, 43.694
182, 86.535, 3010.353, 43.694
183, 86.582, 3011.031, 43.694
184, 86.760, 3013.565, 43.694
185, 86.925, 3015.914, 43.694
186, 87.092, 3018.291, 43.694
187, 87.111, 3018.563, 43.694
188, 87.063, 3017.877, 43.694
189, 87.093, 3018.301, 43.694
190, 87.075, 3018.052, 43.694
191, 86.966, 3016.501, 43.694
192, 86.797, 3014.088, 43.694
193, 86.680, 3012.419, 43.694
194, 86.625, 3011.634, 43.694
195, 86.581, 3011.005, 43.694
196, 86.551, 3010.587, 43.694
197, 86.389, 3008.267, 43.694
198, 86.233, 3006.051, 43.694
199, 86.202, 3005.595, 43.694
200, 85.988, 3002.543, 43.694
201, 85.643, 2997.613, 43.695
202, 85.418, 2994.386, 43.695
203, 85.250, 2991.984, 43.695
204, 85.013, 2988.594, 43.696
205, 84.761, 2984.972, 43.697
206, 84.544, 2981.866, 43.697
207, 84.280, 2978.065, 43.698
208, 84.019, 2974.315, 43.699
209, 83.774, 2970.794, 43.700
210, 83.567, 2967.814, 43.701
211, 83.558, 2967.680, 43.701
212, 83.672, 2969.316, 43.701
213, 83.779, 2970.870, 43.700
214, 83.882, 2972.342, 43.700
215, 83.932, 2973.059, 43.699
216, 84.012, 2974.214, 43.699
217, 84.148, 2976.173, 43.699
218, 84.138, 2976.034, 43.699
219, 84.170, 2976.487, 43.699
220, 84.286, 2978.153, 43.698
221, 84.264, 2977.841, 43.698
222, 84.260, 2977.783, 43.698
223, 84.235, 2977.420, 43.698
224, 84.216, 2977.152, 43.698
225, 84.292, 2978.234, 43.698
226, 84.350, 2979.082, 43.698
227, 84.445, 2980.433, 43.698
228, 84.524, 2981.574, 43.697
229, 84.550, 2981.948, 43.697
230, 84.559, 2982.076, 43.697
231, 84.542, 2981.827, 43.697
232, 84.474, 2980.854, 43.697
233, 84.396, 2979.735, 43.698
234, 84.343, 2978.974, 43.698
235, 84.222, 2977.240, 43.698
236, 84.055, 2974.838, 43.699
237, 83.934, 2973.096, 43.699
238, 83.889, 2972.451, 43.700
239, 83.797, 2971.121, 43.700
240, 83.613, 2968.475, 43.701
241, 83.584, 2968.061, 43.701
242, 83.656, 2969.098, 43.701
243, 83.583, 2968.043, 43.701
244, 83.484, 2966.614, 43.702
245, 83.436, 2965.925, 43.702
246, 83.324, 2964.302, 43.702
247, 83.214, 2962.725, 43.703
248, 83.175, 2962.162, 43.703
249, 83.147, 2961.755, 43.703
250, 83.090, 2960.926, 43.704
251, 82.997, 2959.587, 43.704
252, 82.956, 2958.992, 43.704
253, 82.909, 2958.317, 43.705
254, 82.796, 2956.680, 43.705
255, 82.794, 2956.651, 43.705
256, 82.792, 2956.632, 43.705
257, 82.668, 2954.844, 43.706
258, 82.595, 2953.784, 43.707
259, 82.497, 2952.366, 43.707
260, 82.343, 2950.130, 43.708
261, 82.285, 2949.297, 43.709
262, 82.130, 2947.054, 43.710
263, 81.845, 2942.928, 43.712
264, 81.764, 2941.754, 43.712
265, 81.581, 2939.091, 43.714
266, 81.147, 2932.787, 43.718
267, 80.946, 2929.871, 43.720
268, 80.800, 2927.738, 43.721
269, 80.738, 2926.839, 43.722
270, 80.864, 2928.675, 43.720
271, 80.742, 2926.898, 43.721
272, 80.663, 2925.741, 43.722
273, 80.775, 2927.374, 43.721
274, 80.771, 2927.317, 43.721
275, 80.647, 2925.510, 43.722
276, 80.355, 2921.256, 43.725
277, 80.121, 2917.842, 43.728
278, 80.125, 2917.908, 43.728
279, 80.014, 2916.276, 43.729
280, 79.729, 2912.111, 43.732
281, 79.617, 2910.477, 43.734
282, 79.613, 2910.426, 43.734
283, 79.369, 2906.848, 43.737
284, 79.195, 2904.295, 43.739
285, 79.230, 2904.815, 43.739
286, 79.024, 2901.799, 43.741
287, 78.856, 2899.330, 43.743
288, 78.889, 2899.820, 43.743
289, 78.819, 2898.789, 43.744
290, 78.691, 2896.911, 43.746
291, 78.573, 2895.168, 43.747
292, 78.619, 2895.856, 43.747
293, 78.688, 2896.858, 43.746
294, 78.465, 2893.590, 43.749
295, 78.388, 2892.461, 43.750
296, 78.460, 2893.509, 43.749
297, 78.243, 2890.330, 43.752
298, 78.176, 2889.332, 43.753
299, 78.366, 2892.136, 43.750
300, 78.313, 2891.351, 43.751
301, 78.106, 2888.307, 43.754
302, 78.247, 2890.377, 43.752
303, 78.566, 2895.069, 43.748
304, 78.632, 2896.035, 43.747
305, 78.660, 2896.451, 43.746
306, 78.919, 2900.260, 43.743
307, 79.475, 2908.405, 43.735
308, 79.951, 2915.366, 43.730
309, 80.165, 2918.482, 43.727
310, 80.673, 2925.889, 43.722
311, 81.341, 2935.608, 43.716
312, 81.670, 2940.383, 43.713
313, 81.902, 2943.752, 43.711
314, 82.326, 2949.895, 43.708
315, 82.728, 2955.706, 43.706
316, 83.029, 2960.045, 43.704
317, 83.373, 2965.012, 43.702
318, 83.630, 2968.723, 43.701
319, 83.910, 2972.745, 43.700
320, 84.343, 2978.967, 43.698
321, 84.759, 2984.942, 43.697
322, 85.204, 2991.322, 43.695
323, 85.630, 2997.429, 43.695
324, 85.920, 3001.570, 43.694
325, 86.226, 3005.945, 43.694
326, 86.506, 3009.942, 43.694
327, 86.640, 3011.849, 43.694
328, 86.939, 3016.121, 43.694
329, 87.263, 3020.735, 43.694
330, 87.157, 3019.214, 43.694
331, 87.195, 3019.764, 43.694
332, 87.526, 3024.468, 43.694
333, 87.582, 3025.262, 43.694
334, 87.625, 3025.872, 43.694
335, 87.744, 3027.565, 43.694
336, 87.502, 3024.131, 43.694
337, 87.271, 3020.836, 43.694
338, 87.455, 3023.461, 43.694
339, 87.362, 3022.137, 43.694
340, 87.058, 3017.811, 43.694
341, 86.854, 3014.907, 43.694
342, 86.615, 3011.493, 43.694
343, 86.635, 3011.775, 43.694
344, 86.591, 3011.148, 43.694
345, 86.254, 3006.339, 43.694
346, 85.873, 3000.899, 43.694
347, 85.899, 3001.269, 43.694
348, 86.103, 3004.183, 43.694
349, 85.873, 3000.898, 43.694
350, 85.780, 2999.574, 43.694
351, 85.736, 2998.947, 43.694
352, 85.648, 2997.680, 43.695
353, 85.844, 3000.486, 43.694
354, 86.003, 3002.757, 43.694
355, 86.240, 3006.148, 43.694
356, 85.971, 3002.296, 43.694
357, 85.612, 2997.165, 43.695
358, 86.037, 3003.244, 43.694
359, 85.912, 3001.458, 43.694
360, 85.364, 2993.620, 43.695
361, 85.493, 2995.470, 43.695
362, 85.615, 2997.206, 43.695
363, 85.219, 2991.545, 43.695
364, 84.840, 2986.107, 43.696
365, 84.945, 2987.613, 43.696
366, 85.283, 2992.463, 43.695
367, 85.274, 2992.332, 43.695
368, 85.059, 2989.251, 43.696
369, 84.953, 2987.731, 43.696
370, 84.945, 2987.616, 43.696
371, 84.677, 2983.777, 43.697
372, 84.082, 2975.224, 43.699
373, 83.961, 2973.483, 43.699
374, 83.753, 2970.484, 43.700
375, 82.949, 2958.897, 43.704
376, 82.261, 2948.946, 43.709
377, 82.019, 2945.448, 43.711
378, 82.042, 2945.782, 43.710
379, 81.443, 2937.084, 43.715
380, 80.952, 2929.960, 43.719
381, 81.158, 2932.955, 43.718
382, 80.731, 2926.743, 43.722
383, 80.110, 2917.690, 43.728
384, 80.021, 2916.386, 43.729
385, 79.781, 2912.885, 43.732
386, 79.394, 2907.223, 43.736
387, 78.893, 2899.878, 43.743
388, 78.538, 2894.653, 43.748
389, 78.700, 2897.041, 43.746
390, 78.552, 2894.863, 43.748
391, 77.977, 2886.413, 43.756
392, 77.649, 2881.563, 43.762
393, 77.368, 2877.426, 43.766
394, 76.853, 2869.808, 43.775
395, 76.580, 2865.757, 43.780
396, 76.655, 2866.874, 43.779
397, 76.340, 2862.198, 43.785
398, 76.121, 2858.946, 43.789
399, 76.435, 2863.605, 43.783
400, 76.404, 2863.155, 43.784
401, 76.262, 2861.037, 43.786
402, 76.161, 2859.542, 43.788
403, 76.041, 2857.753, 43.791
404, 76.171, 2859.685, 43.788
405, 76.170, 2859.671, 43.788
406, 75.951, 2856.421, 43.793
407, 75.641, 2851.802, 43.799
408, 75.470, 2849.251, 43.803
409, 75.427, 2848.618, 43.804
410, 75.441, 2848.815, 43.803
411, 75.642, 2851.821, 43.799
412, 75.646, 2851.879, 43.799
413, 75.611, 2851.355, 43.800
414, 75.722, 2853.004, 43.797
415, 75.643, 2851.839, 43.799
416, 75.593, 2851.093, 43.800
417, 75.682, 2852.419, 43.798
418, 75.932, 2856.142, 43.793
419, 76.343, 2862.238, 43.785
420, 76.742, 2868.162, 43.777
421, 77.313, 2876.610, 43.767
422, 78.027, 2887.141, 43.756
423, 78.729, 2897.470, 43.745
424, 79.438, 2907.853, 43.736
425, 80.114, 2917.739, 43.728
426, 80.824, 2928.088, 43.721
427, 81.619, 2939.639, 43.714
428, 82.385, 2950.746, 43.708
429, 82.911, 2958.348, 43.705
430, 83.238, 2963.063, 43.703
431, 83.521, 2967.148, 43.701
432, 83.702, 2969.747, 43.700
433, 83.785, 2970.955, 43.700
434, 83.856, 2971.976, 43.700
435, 83.900, 2972.611, 43.700
436, 83.822, 2971.488, 43.700
437, 83.617, 2968.537, 43.701
438, 83.429, 2965.825, 43.702
439, 83.376, 2965.050, 43.702
440, 83.318, 2964.225, 43.702
441, 83.150, 2961.794, 43.703
442, 83.106, 2961.160, 43.703
443, 83.166, 2962.034, 43.703
444, 83.107, 2961.181, 43.703
445, 82.991, 2959.508, 43.704
446, 82.872, 2957.783, 43.705
447, 82.796, 2956.684, 43.705
448, 82.843, 2957.368, 43.705
449, 82.978, 2959.314, 43.704
450, 83.145, 2961.731, 43.703
451, 83.282, 2963.708, 43.703
452, 83.343, 2964.579, 43.702
453, 83.398, 2965.368, 43.702
454, 83.574, 2967.918, 43.701
455, 83.838, 2971.707, 43.700
456, 84.099, 2975.471, 43.699
457, 84.309, 2978.480, 43.698
458, 84.393, 2979.686, 43.698
459, 84.444, 2980.430, 43.698
460, 84.565, 2982.165, 43.697
461, 84.679, 2983.805, 43.697
462, 84.720, 2984.384, 43.697
463, 84.713, 2984.294, 43.697
464, 84.701, 2984.120, 43.697
465, 84.632, 2983.130, 43.697
466, 84.452, 2980.535, 43.698
467, 84.260, 2977.780, 43.698
468, 84.109, 2975.616, 43.699
469, 83.950, 2973.321, 43.699
470, 83.801, 2971.184, 43.700
471, 83.558, 2967.685, 43.701
472, 83.228, 2962.920, 43.703
473, 82.937, 2958.730, 43.704
474, 82.616, 2954.089, 43.706
475, 82.256, 2948.884, 43.709
476, 81.955, 2944.523, 43.711
477, 81.789, 2942.109, 43.712
478, 81.652, 2940.120, 43.713
479, 81.446, 2937.133, 43.715
480, 81.193, 2933.466, 43.717
481, 80.884, 2928.958, 43.720
482, 80.511, 2923.532, 43.724
483, 80.237, 2919.544, 43.727
484, 80.317, 2920.708, 43.726
485, 80.464, 2922.848, 43.724
486, 80.481, 2923.096, 43.724
487, 80.554, 2924.160, 43.723
488, 80.610, 2924.971, 43.723
489, 80.725, 2926.652, 43.722
490, 80.966, 2930.156, 43.719
491, 81.129, 2932.531, 43.718
492, 80.967, 2930.178, 43.719
493, 80.543, 2924.002, 43.723
494, 80.203, 2919.040, 43.727
495, 80.087, 2917.345, 43.728
496, 80.206, 2919.080, 43.727
497, 80.423, 2922.255, 43.725
498, 80.473, 2922.984, 43.724
499, 80.384, 2921.682, 43.725
500, 80.373, 2921.522, 43.725
501, 80.292, 2920.334, 43.726
502, 79.966, 2915.578, 43.730
503, 79.530, 2909.210, 43.735
504, 79.078, 2902.583, 43.741
505, 78.636, 2896.103, 43.747
506, 78.136, 2888.740, 43.754
507, 77.457, 2878.737, 43.765
508, 76.722, 2867.864, 43.778
509, 76.202, 2860.150, 43.788
510, 75.837, 2854.726, 43.795
511, 75.473, 2849.295, 43.803
512, 75.255, 2846.047, 43.807
513, 75.100, 2843.737, 43.811
514, 74.835, 2839.771, 43.817
515, 74.504, 2834.810, 43.825
516, 74.044, 2827.921, 43.836
517, 73.470, 2819.277, 43.851
518, 72.864, 2810.136, 43.868
519, 72.244, 2800.744, 43.887
520, 71.734, 2792.982, 43.903
521, 71.417, 2788.154, 43.914
522, 71.242, 2785.492, 43.919
523, 71.203, 2784.887, 43.921
524, 71.268, 2785.889, 43.919
525, 71.359, 2787.274, 43.916
526, 71.486, 2789.202, 43.911
527, 71.651, 2791.727, 43.906
528, 71.793, 2793.887, 43.901
529, 71.762, 2793.416, 43.902
530, 71.546, 2790.130, 43.909
531, 71.392, 2787.769, 43.914
532, 71.268, 2785.889, 43.919
533, 71.010, 2781.942, 43.927
534, 70.652, 2776.464, 43.940
535, 70.279, 2770.741, 43.954
536, 70.121, 2768.314, 43.960
537, 70.226, 2769.920, 43.956
538, 70.416, 2772.840, 43.949
539, 70.641, 2776.288, 43.941
540, 70.803, 2778.781, 43.935
541, 70.853, 2779.544, 43.933
542, 70.939, 2780.852, 43.930
543, 71.173, 2784.432, 43.922
544, 71.586, 2790.731, 43.908
545, 72.167, 2799.569, 43.889
546, 72.770, 2808.707, 43.871
547, 73.233, 2815.701, 43.858
548, 73.481, 2819.446, 43.851
549, 73.639, 2821.821, 43.847
550, 73.871, 2825.308, 43.841
551, 74.078, 2828.431, 43.835
552, 74.196, 2830.201, 43.832
553, 74.318, 2832.026, 43.829
554, 74.391, 2833.121, 43.828
555, 74.300, 2831.763, 43.830
556, 74.173, 2829.858, 43.833
557, 74.200, 2830.251, 43.832
558, 74.278, 2831.430, 43.830
559, 74.236, 2830.795, 43.832
560, 74.219, 2830.537, 43.832
561, 74.298, 2831.724, 43.830
562, 74.424, 2833.614, 43.827
563, 74.680, 2837.458, 43.821
564, 74.968, 2841.755, 43.814
565, 75.106, 2843.826, 43.811
566, 75.101, 2843.749, 43.811
567, 75.139, 2844.317, 43.810
568, 75.209, 2845.363, 43.808
569, 75.119, 2844.014, 43.811
570, 74.960, 2841.638, 43.814
571, 74.856, 2840.087, 43.817
572, 74.905, 2840.817, 43.815
573, 75.200, 2845.233, 43.809
574, 75.555, 2850.521, 43.801
575, 75.807, 2854.281, 43.796
576, 75.971, 2856.715, 43.792
577, 76.079, 2858.313, 43.790
578, 76.290, 2861.451, 43.786
579, 76.573, 2865.652, 43.780
580, 76.712, 2867.722, 43.778
581, 76.678, 2867.218, 43.778
582, 76.647, 2866.753, 43.779
583, 76.727, 2867.944, 43.778
584, 76.770, 2868.573, 43.777
585, 76.928, 2870.916, 43.774
586, 77.253, 2875.721, 43.768
587, 77.428, 2878.313, 43.765
588, 77.579, 2880.538, 43.763
589, 77.784, 2883.555, 43.759
590, 77.846, 2884.473, 43.758
591, 77.772, 2883.388, 43.760
592, 77.639, 2881.416, 43.762
593, 77.551, 2880.127, 43.763
594, 77.526, 2879.750, 43.764
595, 77.478, 2879.049, 43.764
596, 77.435, 2878.409, 43.765
597, 77.362, 2877.340, 43.766
598, 77.237, 2875.481, 43.768
599, 77.101, 2873.481, 43.771
600, 77.032, 2872.461, 43.772
601, 77.130, 2873.900, 43.770
602, 77.258, 2875.795, 43.768
603, 77.328, 2876.835, 43.767
604, 77.310, 2876.568, 43.767
605, 77.047, 2872.681, 43.772
606, 76.650, 2866.796, 43.779
607, 76.384, 2862.857, 43.784
608, 76.221, 2860.431, 43.787
609, 75.977, 2856.800, 43.792
610, 75.727, 2853.078, 43.797
611, 75.420, 2848.516, 43.804
612, 75.057, 2843.085, 43.812
613, 75.072, 2843.312, 43.812
614, 75.469, 2849.244, 43.803
615, 75.887, 2855.466, 43.794
616, 76.080, 2858.330, 43.790
617, 75.994, 2857.063, 43.792
618, 75.874, 2855.278, 43.794
619, 75.815, 2854.393, 43.795
620, 75.781, 2853.884, 43.796
621, 75.761, 2853.583, 43.797
622, 75.737, 2853.234, 43.797
623, 75.726, 2853.069, 43.797
624, 75.704, 2852.747, 43.798
625, 75.702, 2852.718, 43.798
626, 75.647, 2851.890, 43.799
627, 75.507, 2849.809, 43.802
628, 75.354, 2847.517, 43.805
629, 75.093, 2843.623, 43.811
630, 74.810, 2839.390, 43.818
631, 74.580, 2835.958, 43.823
632, 74.270, 2831.303, 43.831
633, 73.923, 2826.089, 43.839
634, 73.636, 2821.780, 43.847
635, 73.393, 2818.120, 43.854
636, 73.194, 2815.108, 43.859
637, 73.074, 2813.297, 43.862
638, 73.030, 2812.644, 43.864
639, 73.026, 2812.580, 43.864
640, 73.007, 2812.290, 43.864
641, 72.924, 2811.031, 43.867
642, 72.825, 2809.538, 43.870
643, 72.678, 2807.313, 43.874
644, 72.535, 2805.148, 43.878
645, 72.492, 2804.497, 43.879
646, 72.376, 2802.739, 43.883
647, 72.177, 2799.725, 43.889
648, 71.987, 2796.833, 43.895
649, 71.842, 2794.629, 43.900
650, 71.782, 2793.723, 43.902
651, 71.755, 2793.306, 43.902
652, 71.725, 2792.843, 43.903
653, 71.729, 2792.912, 43.903
654, 71.832, 2794.485, 43.900
655, 71.963, 2796.471, 43.896
656, 72.089, 2798.380, 43.892
657, 72.219, 2800.356, 43.888
658, 72.322, 2801.917, 43.885
659, 72.421, 2803.418, 43.882
660, 72.554, 2805.434, 43.878
661, 72.650, 2806.900, 43.875
662, 72.623, 2806.488, 43.876
663, 72.660, 2807.042, 43.874
664, 72.652, 2806.916, 43.875
665, 72.651, 2806.906, 43.875
666, 72.721, 2807.974, 43.873
667, 72.505, 2804.697, 43.879
668, 72.396, 2803.051, 43.882
669, 72.452, 2803.888, 43.881
670, 72.450, 2803.861, 43.881
671, 72.494, 2804.535, 43.879
672, 72.426, 2803.499, 43.881
673, 72.350, 2802.349, 43.884
674, 72.364, 2802.561, 43.883
675, 72.437, 2803.671, 43.881
676, 72.467, 2804.127, 43.880
677, 72.362, 2802.534, 43.883
678, 72.257, 2800.932, 43.887
679, 72.174, 2799.669, 43.889
680, 72.053, 2797.840, 43.893
681, 71.937, 2796.079, 43.897
682, 71.863, 2794.950, 43.899
683, 71.813, 2794.185, 43.901
684, 71.880, 2795.202, 43.898
685, 72.024, 2797.391, 43.894
686, 72.152, 2799.348, 43.890
687, 72.249, 2800.814, 43.887
688, 72.281, 2801.297, 43.886
689, 72.364, 2802.560, 43.883
690, 72.415, 2803.336, 43.882
691, 72.391, 2802.964, 43.882
692, 72.342, 2802.217, 43.884
693, 72.227, 2800.480, 43.888
694, 72.074, 2798.150, 43.892
695, 71.812, 2794.171, 43.901
696, 71.623, 2791.290, 43.907
697, 71.641, 2791.577, 43.906
698, 71.786, 2793.774, 43.901
699, 72.045, 2797.717, 43.893
700, 72.172, 2799.640, 43.889
701, 72.219, 2800.360, 43.888
702, 72.446, 2803.806, 43.881
703, 72.739, 2808.240, 43.872
704, 73.029, 2812.629, 43.864
705, 73.353, 2817.519, 43.855
706, 73.728, 2823.168, 43.845
707, 73.987, 2827.063, 43.838
708, 73.999, 2827.237, 43.837
709, 73.944, 2826.415, 43.839
710, 73.942, 2826.380, 43.839
711, 74.013, 2827.447, 43.837
712, 74.089, 2828.591, 43.835
713, 74.104, 2828.822, 43.835
714, 74.113, 2828.951, 43.835
715, 74.110, 2828.904, 43.835
716, 74.092, 2828.637, 43.835
717, 74.070, 2828.303, 43.836
718, 74.071, 2828.320, 43.836
719, 74.114, 2828.968, 43.835
720, 74.270, 2831.307, 43.831
721, 74.493, 2834.655, 43.825
722, 74.449, 2833.991, 43.826
723, 74.230, 2830.704, 43.832
724, 74.035, 2827.776, 43.837
725, 73.825, 2824.619, 43.842
726, 73.679, 2822.421, 43.846
727, 73.427, 2818.631, 43.853
728, 73.138, 2814.272, 43.861
729, 72.915, 2810.903, 43.867
730, 72.676, 2807.280, 43.874
731, 72.508, 2804.742, 43.879
732, 72.335, 2802.113, 43.884
733, 72.243, 2800.729, 43.887
734, 72.278, 2801.257, 43.886
735, 72.412, 2803.289, 43.882
736, 72.500, 2804.622, 43.879
737, 72.508, 2804.740, 43.879
738, 72.807, 2809.275, 43.870
739, 73.258, 2816.080, 43.857
740, 73.756, 2823.579, 43.844
741, 74.196, 2830.199, 43.832
742, 74.402, 2833.285, 43.827
743, 74.507, 2834.867, 43.825
744, 74.490, 2834.610, 43.825
745, 74.478, 2834.425, 43.826
746, 74.470, 2834.313, 43.826
747, 74.506, 2834.852, 43.825
748, 74.532, 2835.231, 43.824
749, 74.505, 2834.827, 43.825
750, 74.918, 2841.012, 43.815
751, 75.603, 2851.236, 43.800
752, 76.236, 2860.651, 43.787
753, 76.905, 2870.575, 43.774
754, 77.542, 2879.987, 43.763
755, 78.190, 2889.547, 43.753
756, 78.836, 2899.037, 43.744
757, 79.443, 2907.939, 43.736
758, 80.020, 2916.364, 43.729
759, 80.577, 2924.488, 43.723
760, 81.170, 2933.127, 43.717
761, 81.810, 2942.412, 43.712
762, 82.438, 2951.508, 43.708
763, 82.994, 2959.549, 43.704
764, 83.781, 2970.889, 43.700
765, 84.828, 2985.933, 43.696
766, 86.050, 3003.428, 43.694
767, 87.357, 3022.071, 43.694
768, 88.124, 3032.974, 43.695
769, 88.504, 3038.357, 43.696
770, 88.701, 3041.153, 43.696
771, 88.559, 3039.145, 43.696
772, 88.488, 3038.128, 43.696
773, 88.447, 3037.557, 43.695
774, 88.380, 3036.593, 43.695
775, 88.335, 3035.968, 43.695
776, 88.188, 3033.871, 43.695
777, 88.033, 3031.676, 43.695
