col,x,amplitude,phase
18303, 80.472, 2922.971, 43.724
18304, 81.491, 2937.785, 43.715
18305, 82.849, 2957.448, 43.705
18306, 83.459, 2966.257, 43.702
18307, 83.959, 2973.459, 43.699
18308, 84.506, 2981.319, 43.697
18309, 84.822, 2985.849, 43.696
18310, 85.432, 2994.600, 43.695
18311, 85.457, 2994.949, 43.695
18312, 85.259, 2992.112, 43.695
18313, 85.171, 2990.849, 43.695
18314, 85.080, 2989.550, 43.696
18315, 85.474, 2995.187, 43.695
18316, 85.451, 2994.862, 43.695
18317, 85.282, 2992.447, 43.695
18318, 85.590, 2996.848, 43.695
18319, 85.551, 2996.294, 43.695
18320, 85.524, 2995.915, 43.695
18321, 86.138, 3004.691, 43.694
18322, 86.481, 3009.589, 43.694
18323, 86.595, 3011.211, 43.694
18324, 87.116, 3018.641, 43.694
18325, 87.520, 3024.384, 43.694
18326, 87.723, 3027.265, 43.694
18327, 87.529, 3024.509, 43.694
18328, 87.380, 3022.398, 43.694
18329, 87.874, 3029.418, 43.694
18330, 87.911, 3029.940, 43.694
18331, 87.861, 3029.238, 43.694
18332, 88.198, 3034.018, 43.695
18333, 87.945, 3030.428, 43.695
18334, 87.774, 3027.991, 43.694
18335, 88.329, 3035.872, 43.695
18336, 88.924, 3044.316, 43.697
18337, 89.121, 3047.098, 43.697
18338, 89.298, 3049.610, 43.698
18339, 89.573, 3053.489, 43.699
18340, 89.410, 3051.190, 43.698
18341, 89.345, 3050.263, 43.698
18342, 89.599, 3053.862, 43.699
18343, 89.308, 3049.743, 43.698
18344, 88.764, 3042.042, 43.696
18345, 88.481, 3038.033, 43.696
18346, 88.083, 3032.386, 43.695
18347, 87.637, 3026.044, 43.694
18348, 87.904, 3029.837, 43.694
18349, 88.267, 3035.000, 43.695
18350, 87.913, 3029.964, 43.694
18351, 87.671, 3026.536, 43.694
18352, 87.709, 3027.066, 43.694
18353, 88.262, 3034.930, 43.695
18354, 88.977, 3045.066, 43.697
18355, 89.114, 3046.994, 43.697
18356, 89.601, 3053.884, 43.699
18357, 90.118, 3061.187, 43.701
18358, 90.177, 3062.029, 43.701
18359, 90.498, 3066.550, 43.702
18360, 90.687, 3069.221, 43.703
18361, 90.149, 3061.626, 43.701
18362, 89.803, 3056.739, 43.699
18363, 90.078, 3060.633, 43.700
18364, 89.518, 3052.710, 43.698
18365, 88.937, 3044.488, 43.697
18366, 89.352, 3050.373, 43.698
18367, 88.983, 3045.150, 43.697
18368, 88.737, 3041.663, 43.696
18369, 89.170, 3047.790, 43.697
18370, 89.258, 3049.038, 43.698
18371, 89.691, 3055.162, 43.699
18372, 89.798, 3056.669, 43.699
18373, 89.415, 3051.255, 43.698
18374, 89.443, 3051.652, 43.698
18375, 89.539, 3053.013, 43.698
18376, 89.423, 3051.374, 43.698
18377, 89.053, 3046.135, 43.697
18378, 88.302, 3035.489, 43.695
18379, 87.254, 3020.606, 43.694
18380, 86.392, 3008.310, 43.694
18381, 85.831, 3000.306, 43.694
18382, 85.378, 2993.826, 43.695
18383, 85.189, 2991.108, 43.695
18384, 85.229, 2991.684, 43.695
18385, 84.915, 2987.186, 43.696
18386, 84.261, 2977.791, 43.698
18387, 84.262, 2977.808, 43.698
18388, 84.422, 2980.102, 43.698
18389, 84.212, 2977.088, 43.698
18390, 84.205, 2976.994, 43.698
18391, 84.104, 2975.535, 43.699
18392, 83.778, 2970.846, 43.700
18393, 83.465, 2966.340, 43.702
18394, 83.393, 2965.297, 43.702
18395, 83.251, 2963.248, 43.703
18396, 82.832, 2957.211, 43.705
18397, 82.595, 2953.778, 43.707
18398, 82.287, 2949.331, 43.709
18399, 81.955, 2944.525, 43.711
18400, 81.615, 2939.587, 43.714
18401, 81.209, 2933.687, 43.717
18402, 81.280, 2934.728, 43.716
18403, 81.216, 2933.798, 43.717
18404, 80.681, 2926.010, 43.722
18405, 79.916, 2914.851, 43.730
18406, 78.946, 2900.657, 43.742
18407, 78.434, 2893.133, 43.749
18408, 78.152, 2888.988, 43.754
18409, 78.055, 2887.559, 43.755
18410, 77.914, 2885.474, 43.757
18411, 76.901, 2870.521, 43.774
18412, 76.275, 2861.232, 43.786
18413, 76.272, 2861.184, 43.786
18414, 76.086, 2858.430, 43.790
18415, 75.994, 2857.053, 43.792
18416, 75.643, 2851.834, 43.799
18417, 74.863, 2840.187, 43.816
18418, 74.713, 2837.952, 43.820
18419, 75.105, 2843.810, 43.811
18420, 74.494, 2834.661, 43.825
18421, 73.656, 2822.077, 43.846
18422, 73.666, 2822.228, 43.846
18423, 74.360, 2832.660, 43.828
18424, 75.373, 2847.803, 43.805
18425, 75.975, 2856.774, 43.792
18426, 76.710, 2867.687, 43.778
18427, 77.588, 2880.675, 43.763
18428, 78.408, 2892.750, 43.750
18429, 79.137, 2903.457, 43.740
18430, 78.835, 2899.027, 43.744
18431, 77.051, 2872.733, 43.772
18432, 74.389, 2833.092, 43.828
18433, 72.116, 2798.801, 43.891
18434, 70.387, 2772.401, 43.950
18435, 69.370, 2756.726, 43.989
18436, 69.074, 2752.151, 44.001
18437, 68.634, 2745.327, 44.020
18438, 68.426, 2742.093, 44.029
18439, 68.753, 2747.177, 44.015
18440, 69.066, 2752.034, 44.002
18441, 69.245, 2754.796, 43.994
18442, 69.631, 2760.755, 43.979
18443, 70.889, 2780.085, 43.932
18444, 72.545, 2805.300, 43.878
18445, 73.589, 2821.078, 43.848
18446, 74.118, 2829.027, 43.834
18447, 74.102, 2828.790, 43.835
18448, 73.872, 2825.327, 43.841
18449, 73.075, 2813.322, 43.862
18450, 71.532, 2789.910, 43.910
18451, 70.028, 2766.884, 43.963
18452, 67.836, 2732.887, 44.056
18453, 65.947, 2703.167, 44.151
18454, 65.215, 2691.521, 44.192
18455, 63.918, 2670.721, 44.270
18456, 62.858, 2653.539, 44.340
18457, 63.181, 2658.791, 44.318
18458, 63.983, 2671.763, 44.266
18459, 65.137, 2690.279, 44.196
18460, 65.999, 2703.988, 44.148
18461, 65.830, 2701.313, 44.157
18462, 65.709, 2699.385, 44.164
18463, 66.139, 2706.208, 44.140
18464, 66.625, 2713.883, 44.115
18465, 66.894, 2718.124, 44.101
18466, 66.794, 2716.554, 44.106
18467, 66.608, 2713.617, 44.116
18468, 66.585, 2713.250, 44.117
18469, 66.706, 2715.168, 44.111
18470, 67.069, 2720.880, 44.093
18471, 67.948, 2734.639, 44.051
18472, 69.047, 2751.726, 44.003
18473, 69.524, 2759.110, 43.983
18474, 69.981, 2766.150, 43.965
18475, 70.883, 2779.998, 43.932
18476, 71.414, 2788.114, 43.914
18477, 71.769, 2793.520, 43.902
18478, 71.824, 2794.357, 43.900
18479, 71.812, 2794.168, 43.901
18480, 72.059, 2797.934, 43.893
18481, 71.748, 2793.193, 43.903
18482, 71.421, 2788.218, 43.913
18483, 71.010, 2781.946, 43.927
18484, 70.340, 2771.671, 43.952
18485, 69.766, 2762.838, 43.973
18486, 68.775, 2747.515, 44.014
18487, 67.809, 2732.465, 44.057
18488, 67.265, 2723.948, 44.083
18489, 66.978, 2719.438, 44.097
18490, 66.982, 2719.500, 44.097
18491, 67.176, 2722.557, 44.087
18492, 67.248, 2723.682, 44.084
18493, 67.038, 2720.386, 44.094
18494, 67.176, 2722.562, 44.087
18495, 67.885, 2733.661, 44.054
18496, 68.752, 2747.162, 44.015
18497, 69.789, 2763.196, 43.973
18498, 70.503, 2774.178, 43.946
18499, 70.912, 2780.440, 43.931
18500, 71.332, 2786.856, 43.916
18501, 71.240, 2785.450, 43.920
18502, 70.929, 2780.708, 43.930
18503, 70.797, 2778.676, 43.935
18504, 70.560, 2775.054, 43.943
18505, 70.496, 2774.074, 43.946
18506, 70.369, 2772.119, 43.950
18507, 69.724, 2762.201, 43.975
18508, 69.551, 2759.530, 43.982
18509, 69.693, 2761.721, 43.976
18510, 69.465, 2758.197, 43.985
18511, 69.290, 2755.496, 43.992
18512, 69.142, 2753.199, 43.999
18513, 69.287, 2755.455, 43.993
18514, 69.452, 2757.998, 43.986
18515, 69.709, 2761.962, 43.976
18516, 70.140, 2768.595, 43.959
18517, 69.538, 2759.331, 43.982
18518, 69.452, 2758.004, 43.986
18519, 71.162, 2784.259, 43.922
18520, 73.102, 2813.731, 43.862
18521, 74.003, 2827.301, 43.837
18522, 73.015, 2812.416, 43.864
18523, 72.129, 2798.986, 43.891
18524, 72.743, 2808.307, 43.872
18525, 73.461, 2819.140, 43.852
18526, 73.987, 2827.058, 43.838
18527, 73.780, 2823.948, 43.843
18528, 73.928, 2826.175, 43.839
18529, 75.407, 2848.320, 43.804
18530, 75.989, 2856.983, 43.792
18531, 75.193, 2845.116, 43.809
18532, 74.505, 2834.830, 43.825
18533, 74.165, 2829.735, 43.833
18534, 73.894, 2825.666, 43.840
18535, 73.875, 2825.370, 43.841
18536, 73.716, 2822.976, 43.845
18537, 73.111, 2813.864, 43.861
18538, 72.689, 2807.477, 43.874
18539, 73.081, 2813.411, 43.862
18540, 73.837, 2824.796, 43.842
18541, 73.704, 2822.800, 43.845
18542, 72.882, 2810.399, 43.868
18543, 72.290, 2801.438, 43.886
18544, 72.105, 2798.630, 43.891
18545, 73.157, 2814.564, 43.860
18546, 75.346, 2847.409, 43.805
18547, 76.476, 2864.209, 43.782
18548, 76.336, 2862.141, 43.785
18549, 76.880, 2870.201, 43.775
18550, 77.657, 2881.684, 43.761
18551, 77.310, 2876.564, 43.767
18552, 76.685, 2867.316, 43.778
18553, 76.941, 2871.105, 43.774
18554, 77.974, 2886.356, 43.756
18555, 78.699, 2897.025, 43.746
18556, 79.016, 2901.672, 43.741
18557, 78.888, 2899.800, 43.743
18558, 77.657, 2881.687, 43.761
18559, 76.516, 2864.809, 43.782
18560, 76.041, 2857.753, 43.791
18561, 75.543, 2850.336, 43.801
18562, 75.081, 2843.449, 43.811
18563, 74.583, 2836.004, 43.823
18564, 74.339, 2832.348, 43.829
18565, 74.675, 2837.381, 43.821
18566, 75.342, 2847.346, 43.806
18567, 76.446, 2863.768, 43.783
18568, 78.219, 2889.976, 43.753
18569, 79.977, 2915.739, 43.730
18570, 80.798, 2927.715, 43.721
18571, 80.956, 2930.017, 43.719
18572, 80.820, 2928.039, 43.721
18573, 80.897, 2929.147, 43.720
18574, 81.863, 2943.187, 43.712
18575, 83.344, 2964.598, 43.702
18576, 84.686, 2983.898, 43.697
18577, 85.519, 2995.840, 43.695
18578, 86.106, 3004.224, 43.694
18579, 86.715, 3012.924, 43.694
18580, 87.478, 3023.782, 43.694
18581, 88.571, 3039.306, 43.696
18582, 89.241, 3048.800, 43.697
18583, 89.190, 3048.071, 43.697
18584, 88.748, 3041.824, 43.696
18585, 88.091, 3032.504, 43.695
18586, 88.113, 3032.804, 43.695
18587, 88.820, 3042.835, 43.696
18588, 88.733, 3041.598, 43.696
18589, 87.726, 3027.315, 43.694
18590, 86.439, 3008.991, 43.694
18591, 84.623, 2982.990, 43.697
18592, 82.955, 2958.990, 43.704
18593, 81.813, 2942.466, 43.712
18594, 80.729, 2926.711, 43.722
18595, 79.906, 2914.710, 43.730
18596, 78.741, 2897.643, 43.745
18597, 77.272, 2875.996, 43.768
18598, 76.252, 2860.889, 43.787
18599, 75.446, 2848.903, 43.803
18600, 75.044, 2842.902, 43.812
18601, 75.014, 2842.441, 43.813
18602, 74.865, 2840.225, 43.816
18603, 74.430, 2833.707, 43.827
18604, 73.746, 2823.428, 43.844
18605, 73.455, 2819.050, 43.852
18606, 73.458, 2819.094, 43.852
18607, 73.221, 2815.525, 43.858
18608, 73.036, 2812.725, 43.864
18609, 73.171, 2814.763, 43.860
18610, 74.209, 2830.396, 43.832
18611, 75.656, 2852.021, 43.799
18612, 76.166, 2859.618, 43.788
18613, 76.070, 2858.193, 43.790
18614, 76.281, 2861.325, 43.786
18615, 77.237, 2875.482, 43.768
18616, 78.193, 2889.590, 43.753
18617, 78.476, 2893.748, 43.749
18618, 79.255, 2905.185, 43.738
18619, 81.102, 2932.143, 43.718
18620, 82.865, 2957.676, 43.705
18621, 83.652, 2969.040, 43.701
18622, 84.095, 2975.403, 43.699
18623, 85.270, 2992.268, 43.695
18624, 87.013, 3017.164, 43.694
18625, 88.291, 3035.340, 43.695
18626, 88.914, 3044.168, 43.697
18627, 89.375, 3050.699, 43.698
18628, 89.760, 3056.132, 43.699
18629, 90.005, 3059.596, 43.700
18630, 89.937, 3058.634, 43.700
18631, 89.568, 3053.426, 43.699
18632, 88.731, 3041.581, 43.696
18633, 87.030, 3017.414, 43.694
18634, 85.260, 2992.132, 43.695
18635, 84.386, 2979.590, 43.698
18636, 84.393, 2979.692, 43.698
18637, 84.603, 2982.712, 43.697
18638, 84.422, 2980.112, 43.698
18639, 84.374, 2979.417, 43.698
18640, 84.787, 2985.345, 43.696
18641, 85.408, 2994.247, 43.695
18642, 86.140, 3004.721, 43.694
18643, 86.551, 3010.581, 43.694
18644, 86.969, 3016.537, 43.694
18645, 87.751, 3027.662, 43.694
18646, 88.469, 3037.860, 43.695
18647, 89.502, 3052.487, 43.698
18648, 90.758, 3070.214, 43.703
18649, 91.468, 3080.211, 43.707
18650, 92.107, 3089.188, 43.711
18651, 93.161, 3103.977, 43.717
18652, 94.190, 3118.368, 43.725
18653, 95.077, 3130.732, 43.732
18654, 96.164, 3145.869, 43.742
18655, 97.320, 3161.925, 43.753
18656, 98.190, 3173.964, 43.762
18657, 98.744, 3181.629, 43.768
18658, 99.009, 3185.294, 43.771
18659, 99.224, 3188.261, 43.774
18660, 99.585, 3193.248, 43.778
18661, 99.906, 3197.670, 43.782
18662, 100.244, 3202.332, 43.786
18663, 100.834, 3210.455, 43.793
18664, 101.559, 3220.420, 43.802
18665, 102.125, 3228.195, 43.809
18666, 102.331, 3231.024, 43.811
18667, 102.241, 3229.787, 43.810
18668, 101.994, 3226.406, 43.807
18669, 101.663, 3221.857, 43.803
18670, 101.750, 3223.044, 43.804
18671, 102.461, 3232.801, 43.813
18672, 103.294, 3244.218, 43.824
18673, 104.038, 3254.406, 43.834
18674, 104.558, 3261.514, 43.841
18675, 104.825, 3265.150, 43.845
18676, 105.085, 3268.703, 43.848
18677, 105.525, 3274.705, 43.854
18678, 106.100, 3282.543, 43.863
18679, 106.406, 3286.706, 43.867
18680, 106.570, 3288.936, 43.869
18681, 107.053, 3295.509, 43.876
18682, 107.614, 3303.129, 43.884
18683, 107.945, 3307.625, 43.889
18684, 108.091, 3309.602, 43.891
18685, 108.195, 3311.006, 43.893
18686, 108.206, 3311.165, 43.893
18687, 108.252, 3311.779, 43.894
18688, 108.516, 3315.356, 43.898
18689, 108.636, 3316.987, 43.900
18690, 108.682, 3317.617, 43.900
18691, 109.085, 3323.076, 43.906
18692, 109.624, 3330.362, 43.914
18693, 110.126, 3337.162, 43.922
18694, 110.871, 3347.214, 43.933
18695, 111.602, 3357.082, 43.945
18696, 112.319, 3366.735, 43.956
18697, 113.455, 3382.016, 43.974
18698, 114.563, 3396.887, 43.991
18699, 115.322, 3407.051, 44.003
18700, 115.851, 3414.136, 44.011
18701, 116.415, 3421.673, 44.020
18702, 116.876, 3427.828, 44.028
18703, 116.768, 3426.390, 44.026
18704, 117.090, 3430.690, 44.031
18705, 118.573, 3450.457, 44.055
18706, 121.501, 3489.333, 44.102
18707, 124.365, 3527.176, 44.148
18708, 123.547, 3516.382, 44.135
18709, 120.048, 3470.066, 44.079
18710, 117.369, 3434.406, 44.036
18711, 116.525, 3423.146, 44.022
18712, 117.151, 3431.504, 44.032
18713, 118.522, 3449.780, 44.054
18714, 119.701, 3465.464, 44.073
18715, 119.450, 3462.117, 44.069
18716, 119.322, 3460.426, 44.067
18717, 119.647, 3464.736, 44.072
18718, 119.544, 3463.372, 44.071
18719, 119.650, 3464.775, 44.072
18720, 116.655, 3424.881, 44.024
18721, 114.099, 3390.661, 43.984
18722, 114.227, 3392.382, 43.986
18723, 111.332, 3353.434, 43.940
18724, 110.755, 3345.652, 43.932
18725, 115.822, 3413.742, 44.011
18726, 122.389, 3501.085, 44.116
18727, 124.822, 3533.196, 44.155
18728, 118.632, 3451.247, 44.056
18729, 111.753, 3359.114, 43.947
18730, 110.739, 3345.439, 43.931
18731, 112.717, 3372.094, 43.962
18732, 113.160, 3378.043, 43.969
18733, 111.198, 3351.626, 43.938
18734, 110.133, 3337.254, 43.922
18735, 111.239, 3352.188, 43.939
18736, 114.076, 3390.356, 43.983
18737, 117.254, 3432.882, 44.034
18738, 119.830, 3467.168, 44.075
18739, 121.318, 3486.918, 44.099
18740, 124.233, 3525.430, 44.146
18741, 129.302, 3591.939, 44.225
18742, 130.568, 3608.466, 44.245
18743, 131.475, 3620.277, 44.259
18744, 135.759, 3675.803, 44.323
18745, 137.476, 3697.936, 44.348
18746, 136.347, 3683.385, 44.332
18747, 134.265, 3656.477, 44.301
18748, 131.622, 3622.186, 44.261
18749, 129.447, 3593.836, 44.228
18750, 127.368, 3566.634, 44.195
18751, 124.945, 3534.813, 44.157
18752, 122.485, 3502.354, 44.118
18753, 121.172, 3484.976, 44.097
18754, 120.130, 3471.153, 44.080
18755, 118.434, 3448.601, 44.053
18756, 117.361, 3434.309, 44.036
18757, 117.984, 3442.612, 44.046
18758, 118.809, 3453.601, 44.059
18759, 119.571, 3463.726, 44.071
18760, 123.045, 3509.762, 44.127
18761, 126.661, 3557.363, 44.184
18762, 129.328, 3592.281, 44.226
18763, 133.544, 3647.139, 44.290
18764, 137.556, 3698.955, 44.349
18765, 139.899, 3729.040, 44.383
18766, 140.309, 3734.299, 44.388
18767, 139.170, 3719.694, 44.372
18768, 137.164, 3693.910, 44.344
18769, 134.737, 3662.588, 44.308
18770, 132.581, 3634.643, 44.276
18771, 130.524, 3607.894, 44.244
18772, 129.035, 3588.455, 44.221
18773, 127.541, 3568.906, 44.198
18774, 125.938, 3547.872, 44.173
18775, 125.420, 3541.062, 44.164
18776, 123.685, 3518.201, 44.137
18777, 121.652, 3491.330, 44.104
18778, 122.510, 3502.690, 44.118
18779, 124.095, 3523.613, 44.143
18780, 125.685, 3544.542, 44.169
18781, 127.960, 3574.390, 44.204
18782, 129.434, 3593.674, 44.227
18783, 130.412, 3606.423, 44.242
18784, 131.715, 3623.398, 44.262
18785, 133.884, 3651.547, 44.295
18786, 135.018, 3666.219, 44.312
18787, 131.544, 3621.170, 44.260
18788, 128.555, 3582.173, 44.214
18789, 127.987, 3574.753, 44.205
18790, 123.824, 3520.034, 44.139
18791, 119.080, 3457.199, 44.063
18792, 117.532, 3436.588, 44.038
18793, 117.457, 3435.585, 44.037
18794, 118.791, 3453.364, 44.058
18795, 120.806, 3480.132, 44.091
18796, 121.992, 3495.829, 44.110
18797, 123.387, 3514.269, 44.132
18798, 125.536, 3542.590, 44.166
18799, 126.167, 3550.884, 44.176
18800, 125.900, 3547.370, 44.172
18801, 126.498, 3555.225, 44.181
18802, 126.702, 3557.901, 44.185
18803, 126.236, 3551.780, 44.177
18804, 125.614, 3543.608, 44.168
18805, 124.717, 3531.813, 44.153
18806, 124.189, 3524.851, 44.145
18807, 124.070, 3523.277, 44.143
18808, 124.168, 3524.570, 44.145
18809, 124.397, 3527.598, 44.148
18810, 125.110, 3536.978, 44.160
18811, 126.615, 3556.758, 44.183
18812, 127.395, 3566.989, 44.196
18813, 127.570, 3569.282, 44.198
18814, 127.073, 3562.768, 44.191
18815, 127.049, 3562.453, 44.190
18816, 126.688, 3557.714, 44.184
18817, 124.295, 3526.248, 44.147
18818, 124.217, 3525.226, 44.145
18819, 119.795, 3466.711, 44.075
18820, 115.180, 3405.157, 44.001
18821, 119.705, 3465.511, 44.073
18822, 117.011, 3429.637, 44.030
18823, 112.815, 3373.416, 43.964
18824, 117.808, 3440.270, 44.043
18825, 118.987, 3455.970, 44.062
18826, 115.721, 3412.393, 44.009
18827, 113.504, 3382.670, 43.974
18828, 113.762, 3386.130, 43.978
18829, 114.271, 3392.962, 43.986
18830, 113.315, 3380.132, 43.971
18831, 113.257, 3379.346, 43.970
18832, 113.296, 3379.882, 43.971
18833, 113.380, 3381.002, 43.972
18834, 112.678, 3371.573, 43.961
18835, 110.892, 3347.496, 43.934
18836, 110.615, 3343.764, 43.929
18837, 111.352, 3353.712, 43.941
18838, 111.999, 3362.429, 43.951
18839, 111.597, 3357.004, 43.945
18840, 111.101, 3350.322, 43.937
18841, 110.942, 3348.176, 43.934
18842, 109.633, 3330.485, 43.915
18843, 109.213, 3324.800, 43.908
18844, 108.901, 3320.581, 43.904
18845, 108.780, 3318.938, 43.902
18846, 109.845, 3333.356, 43.918
18847, 109.891, 3333.983, 43.918
18848, 109.671, 3331.006, 43.915
18849, 109.445, 3327.941, 43.912
18850, 109.459, 3328.134, 43.912
18851, 109.468, 3328.252, 43.912
18852, 108.809, 3319.338, 43.902
18853, 108.791, 3319.090, 43.902
18854, 109.035, 3322.390, 43.906
18855, 109.480, 3328.423, 43.912
18856, 109.401, 3327.345, 43.911
18857, 108.419, 3314.054, 43.896
18858, 108.129, 3310.119, 43.892
18859, 108.386, 3313.597, 43.896
18860, 109.224, 3324.960, 43.908
18861, 109.632, 3330.475, 43.915
18862, 108.896, 3320.507, 43.903
18863, 108.868, 3320.134, 43.903
18864, 108.856, 3319.966, 43.903
18865, 108.077, 3309.409, 43.891
18866, 107.588, 3302.767, 43.884
18867, 106.947, 3294.064, 43.875
18868, 105.677, 3276.776, 43.857
18869, 104.875, 3265.830, 43.845
18870, 106.463, 3287.480, 43.868
18871, 110.588, 3343.401, 43.929
18872, 114.834, 3400.512, 43.995
18873, 117.836, 3440.641, 44.043
18874, 119.237, 3459.286, 44.066
18875, 120.205, 3472.147, 44.081
18876, 122.351, 3500.589, 44.116
18877, 123.408, 3514.550, 44.132
18878, 122.536, 3503.027, 44.118
18879, 122.117, 3497.487, 44.112
18880, 121.836, 3493.764, 44.107
18881, 120.019, 3469.680, 44.078
18882, 117.855, 3440.894, 44.043
18883, 116.781, 3426.559, 44.026
18884, 115.788, 3413.294, 44.010
18885, 114.833, 3400.502, 43.995
18886, 115.652, 3411.468, 44.008
18887, 117.869, 3441.072, 44.044
18888, 118.381, 3447.904, 44.052
18889, 118.713, 3452.321, 44.057
18890, 120.346, 3474.024, 44.083
18891, 119.085, 3457.272, 44.063
18892, 116.658, 3424.923, 44.024
18893, 116.463, 3422.318, 44.021
18894, 115.244, 3406.007, 44.002
18895, 111.833, 3360.194, 43.948
18896, 109.864, 3333.613, 43.918
18897, 110.705, 3344.972, 43.931
18898, 111.928, 3361.469, 43.950
18899, 112.772, 3372.834, 43.963
18900, 114.366, 3394.235, 43.988
18901, 116.400, 3421.477, 44.020
18902, 117.921, 3441.770, 44.044
18903, 120.154, 3471.470, 44.080
18904, 123.594, 3517.009, 44.135
18905, 127.025, 3562.141, 44.190
18906, 129.300, 3591.924, 44.225
18907, 129.980, 3600.795, 44.236
18908, 132.028, 3627.464, 44.267
18909, 133.624, 3648.175, 44.291
18910, 131.629, 3622.271, 44.261
18911, 128.461, 3580.950, 44.212
18912, 123.300, 3513.124, 44.131
18913, 116.588, 3423.985, 44.023
18914, 110.718, 3345.155, 43.931
18915, 104.835, 3265.293, 43.845
18916, 99.520, 3192.349, 43.777
18917, 96.597, 3151.881, 43.746
18918, 94.906, 3128.351, 43.731
18919, 92.595, 3096.040, 43.714
18920, 91.912, 3086.459, 43.709
18921, 93.255, 3105.294, 43.718
18922, 94.992, 3129.552, 43.732
18923, 98.665, 3180.536, 43.768
18924, 103.460, 3246.491, 43.826
18925, 108.799, 3319.199, 43.902
18926, 114.469, 3395.619, 43.989
18927, 117.869, 3441.073, 44.044
18928, 120.238, 3472.588, 44.082
18929, 120.751, 3479.391, 44.090
18930, 120.415, 3474.944, 44.085
18931, 122.346, 3500.517, 44.115
18932, 122.475, 3502.228, 44.118
18933, 124.187, 3524.824, 44.145
18934, 129.156, 3590.040, 44.223
18935, 130.495, 3607.511, 44.244
18936, 128.950, 3587.342, 44.220
18937, 125.548, 3542.737, 44.166
18938, 122.347, 3500.535, 44.115
18939, 122.494, 3502.479, 44.118
18940, 123.399, 3514.432, 44.132
18941, 123.533, 3516.201, 44.134
18942, 124.232, 3525.418, 44.146
18943, 125.892, 3547.266, 44.172
18944, 127.036, 3562.288, 44.190
18945, 128.672, 3583.711, 44.216
18946, 130.250, 3604.310, 44.240
18947, 128.491, 3581.338, 44.213
18948, 124.583, 3530.044, 44.151
18949, 120.613, 3477.569, 44.088
18950, 117.314, 3433.680, 44.035
18951, 115.049, 3403.391, 43.999
18952, 111.446, 3354.970, 43.942
18953, 105.217, 3270.508, 43.850
18954, 100.081, 3200.085, 43.784
18955, 97.433, 3163.486, 43.755
18956, 95.439, 3135.774, 43.735
18957, 94.799, 3126.865, 43.730
18958, 94.476, 3122.362, 43.727
18959, 94.492, 3122.579, 43.727
18960, 95.640, 3138.581, 43.737
18961, 95.518, 3136.877, 43.736
18962, 95.381, 3134.967, 43.735
18963, 94.776, 3126.538, 43.730
18964, 92.159, 3089.928, 43.711
18965, 90.233, 3062.813, 43.701
18966, 87.274, 3020.880, 43.694
18967, 83.587, 2968.100, 43.701
18968, 82.975, 2959.271, 43.704
18969, 83.878, 2972.292, 43.700
18970, 84.618, 2982.918, 43.697
18971, 84.246, 2977.586, 43.698
18972, 83.230, 2962.955, 43.703
18973, 82.392, 2950.848, 43.708
18974, 82.035, 2945.681, 43.710
18975, 83.992, 2973.928, 43.699
18976, 86.963, 3016.458, 43.694
18977, 90.626, 3068.362, 43.703
18978, 93.642, 3110.709, 43.721
18979, 91.874, 3085.927, 43.709
18980, 86.811, 3014.296, 43.694
18981, 80.548, 2924.072, 43.723
18982, 72.939, 2811.270, 43.866
18983, 66.650, 2714.279, 44.114
18984, 64.588, 2681.499, 44.228
18985, 63.953, 2671.290, 44.268
18986, 63.766, 2668.273, 44.280
18987, 67.072, 2720.915, 44.092
18988, 70.039, 2767.043, 43.963
18989, 68.927, 2749.878, 44.008
18990, 68.372, 2741.250, 44.032
18991, 69.463, 2758.166, 43.985
18992, 68.950, 2750.231, 44.007
18993, 68.166, 2738.042, 44.041
18994, 66.793, 2716.532, 44.106
18995, 64.680, 2682.967, 44.223
18996, 62.785, 2652.352, 44.345
18997, 60.688, 2617.812, 44.502
18998, 60.379, 2612.659, 44.528
18999, 60.784, 2619.407, 44.495
19000, 60.479, 2614.333, 44.519
19001, 60.829, 2620.155, 44.491
19002, 61.365, 2629.043, 44.449
19003, 61.820, 2636.549, 44.415
19004, 61.909, 2638.018, 44.408
19005, 61.852, 2637.070, 44.412
19006, 61.868, 2637.328, 44.411
19007, 60.848, 2620.477, 44.489
19008, 59.384, 2595.955, 44.613
19009, 58.305, 2577.618, 44.712
19010, 58.755, 2585.298, 44.670
19011, 60.008, 2606.461, 44.559
19012, 59.962, 2605.683, 44.562
19013, 61.500, 2631.273, 44.439
19014, 65.149, 2690.479, 44.195
19015, 66.949, 2718.985, 44.099
19016, 67.387, 2725.872, 44.077
19017, 67.626, 2729.616, 44.066
19018, 66.597, 2713.448, 44.116
19019, 65.660, 2698.605, 44.166
19020, 66.033, 2704.531, 44.146
19021, 66.178, 2706.818, 44.138
19022, 65.274, 2692.468, 44.188
19023, 64.153, 2674.508, 44.255
19024, 62.973, 2655.406, 44.332
19025, 60.647, 2617.133, 44.506
19026, 57.743, 2567.974, 44.767
19027, 55.485, 2528.557, 45.008
19028, 53.923, 2500.575, 45.198
19029, 53.691, 2496.353, 45.227
19030, 54.615, 2513.037, 45.111
19031, 56.303, 2542.964, 44.916
19032, 57.944, 2571.439, 44.747
19033, 57.515, 2564.051, 44.789
19034, 55.945, 2536.680, 44.956
19035, 53.105, 2485.670, 45.305
19036, 47.787, 2383.693, 46.152
19037, 44.411, 2313.380, 46.850
19038, 43.909, 2302.481, 46.966
